first_statistics:_on_raw_data
filename,date,time,DOY,used_records,mean(u),mean(v),mean(w),mean(ts),mean(co2),mean(h2o),mean(ch4),mean(none),mean(tc),mean(pc),mean(te),mean(pe),WindDirection,var(u),var(v),var(w),var(ts),var(co2),var(h2o),var(ch4),var(none),var(tc),var(pc),var(te),var(pe),cov(u/v),cov(u/w),cov(u/ts),cov(u/co2),cov(u/h2o),cov(u/ch4),cov(u/none),cov(v/w),cov(v/ts),cov(v/co2),cov(v/h2o),cov(v/ch4),cov(v/none),cov(w/ts),cov(w/co2),cov(w/h2o),cov(w/ch4),cov(w/none),cov(w/tc),cov(w/pc),cov(w/te),cov(w/pe),st_dev(u),st_dev(v),st_dev(w),st_dev(ts),st_dev(co2),st_dev(h2o),st_dev(ch4),st_dev(none),st_dev(tc),st_dev(pc),st_dev(te),st_dev(pe),skw(u),skw(v),skw(w),skw(ts),skw(co2),skw(h2o),skw(ch4),skw(none),skw(tc),skw(pc),skw(te),skw(pe),kur(u),kur(v),kur(w),kur(ts),kur(co2),kur(h2o),kur(ch4),kur(none),kur(tc),kur(pc),kur(te),kur(pe)
2024-04-03T123000_LI-7200.ghg,2024-04-03,13:00,94.5415,36000,1.28510,-1.25790,0.211020E-01,281.187,432.287,6.30514,0.909760E-01,-9999,284.217,99863.2,283.358,101906.,210.793,1.46512,1.50993,0.108292,0.683583,0.863335E-01,0.146557,0.134071E-04,-9999,0.345891E-01,190.418,0.277984,98.0128,0.432462,-0.135318E-01,0.261631E-01,0.451529E-01,0.214494E-01,0.149331E-02,-9999,0.488027E-01,0.175401,0.282809E-01,0.750031E-02,0.180126E-02,-9999,0.126217,-0.166794E-01,0.440100E-01,-0.611572E-05,-9999,0.188931E-02,0.120935E-01,0.355029E-01,0.634390E-01,1.21042,1.22879,0.329077,0.826791,0.293826,0.382828,0.366157E-02,-9999,0.185981,13.7992,0.527242,9.90014,0.475285,-0.235934,0.237604,0.684259,0.359651,0.486634,3.18221,-9999,-0.831936,-0.355497,0.279114,0.100828,2.64262,2.79706,3.93066,3.07258,3.95036,2.65487,15.4536,-9999,2.64930,3.10111,2.90512,2.07893
