sixth statistics:_on_raw_data_after_despiking_cross_wind_correction_angle-of-attack_correction_tilt_correction_and_time-lag_compensation
filename,date,time,DOY,used_records,mean(u),mean(v),mean(w),mean(ts),mean(co2),mean(h2o),mean(ch4),mean(none),mean(tc),mean(pc),mean(te),mean(pe),WindDirection,var(u),var(v),var(w),var(ts),var(co2),var(h2o),var(ch4),var(none),var(tc),var(pc),var(te),var(pe),cov(u/v),cov(u/w),cov(u/ts),cov(u/co2),cov(u/h2o),cov(u/ch4),cov(u/none),cov(v/w),cov(v/ts),cov(v/co2),cov(v/h2o),cov(v/ch4),cov(v/none),cov(w/ts),cov(w/co2),cov(w/h2o),cov(w/ch4),cov(w/none),cov(w/tc),cov(w/pc),cov(w/te),cov(w/pe),st_dev(u),st_dev(v),st_dev(w),st_dev(ts),st_dev(co2),st_dev(h2o),st_dev(ch4),st_dev(none),st_dev(tc),st_dev(pc),st_dev(te),st_dev(pe),skw(u),skw(v),skw(w),skw(ts),skw(co2),skw(h2o),skw(ch4),skw(none),skw(tc),skw(pc),skw(te),skw(pe),kur(u),kur(v),kur(w),kur(ts),kur(co2),kur(h2o),kur(ch4),kur(none),kur(tc),kur(pc),kur(te),kur(pe)
2024-04-03T123000_LI-7200.bin,2024-04-03,13:00,94.5415,36000,1.79835,0.348961E-12,-0.485916E-14,281.187,432.287,6.30523,0.909760E-01,-9999,284.217,99863.2,283.358,101906.,210.793,1.05325,1.92002,0.109318,0.682605,0.862445E-01,0.146551,0.134071E-04,-9999,0.345883E-01,190.246,0.277905,98.0051,-0.131907E-01,-0.548635E-01,-0.102366,0.125167E-01,0.158761E-02,-0.193044E-03,-9999,0.255773E-01,0.143641,0.515031E-01,0.208991E-01,0.233171E-02,-9999,0.127252,-0.169596E-01,0.503113E-01,-0.376028E-05,-9999,0.264738E-02,-0.253157E-01,0.374593E-01,0.411308E-01,1.02628,1.38565,0.330633,0.826199,0.293674,0.382819,0.366157E-02,-9999,0.185979,13.7930,0.527167,9.89975,0.115819,0.450627E-01,0.214149,0.681002,0.363607,0.486336,3.18221,-9999,-0.831996,-0.352176,0.277950,0.100773,2.78662,2.83897,3.86384,3.06024,3.94380,2.65490,15.4536,-9999,2.64940,3.08640,2.90045,2.07890
