forth_statistics:_on_raw_data_after_despiking_cross_wind_correction_and_angle-of-attack_correction
filename,date,time,DOY,n_samples,mean(co2),st_dev(co2),skw(co2),kur(co2),mean(h2o),st_dev(h2o),skw(h2o),kur(h2o),mean(air_p),st_dev(air_p),skw(air_p),kur(air_p),mean(vin_sf),st_dev(vin_sf),skw(vin_sf),kur(vin_sf),mean(co2),st_dev(co2),skw(co2),kur(co2),mean(h2o),st_dev(h2o),skw(h2o),kur(h2o),mean(dew_point),st_dev(dew_point),skw(dew_point),kur(dew_point),mean(avg_signal_strength_7200),st_dev(avg_signal_strength_7200),skw(avg_signal_strength_7200),kur(avg_signal_strength_7200),mean(co2_signal_strength_7200),st_dev(co2_signal_strength_7200),skw(co2_signal_strength_7200),kur(co2_signal_strength_7200),mean(h2o_signal_strength_7200),st_dev(h2o_signal_strength_7200),skw(h2o_signal_strength_7200),kur(h2o_signal_strength_7200),mean(delta_signal_strength_7200),st_dev(delta_signal_strength_7200),skw(delta_signal_strength_7200),kur(delta_signal_strength_7200),mean(flowrate),st_dev(flowrate),skw(flowrate),kur(flowrate),mean(hit_power),st_dev(hit_power),skw(hit_power),kur(hit_power),mean(hit_vin),st_dev(hit_vin),skw(hit_vin),kur(hit_vin),mean(ch4),st_dev(ch4),skw(ch4),kur(ch4),mean(rssi_77),st_dev(rssi_77),skw(rssi_77),kur(rssi_77)
2024-04-03T123000_LI-7200.ghg,2024-04-03,13:00,94.5415,36000,18.1573,0.230849E-01,0.357726,2.90245,264.828,15.9811,0.483001,2.65044,101729.,16.6347,-0.305682,2.58320,13.2900,0.922467E-05,0.00000,0.00000,429.579,0.387116,-0.183012,2.93597,6.26549,0.377976,0.485018,2.65199,0.246814,0.824075,0.376840,2.48033,99.8316,0.192839E-01,0.495581,2.43129,99.9359,0.152257E-01,0.149588,2.16508,99.7273,0.240402E-01,0.655969,2.64837,0.208658,0.114948E-01,-0.640935,2.81133,0.263287E-03,0.969191E-05,-0.141546,2.50402,-1.00000,0.00000,NaN,NaN,0.00000,0.00000,NaN,NaN,2.08729,0.855994E-01,3.13405,15.1153,41.6017,0.122112,4.98444,74.5272
